,paperID,pos_score,sent_pos,text
230,pagesOfTextToDisplay-1,7.250283670146018e-05,230,"However, suggested transforms (and their consequences) may be difficult to understand."
173,pagesOfTextToDisplay-1,7.224155706353486e-05,173,"As a result, we adopted a mixed-initiative approach [12]; instead of mapping an interaction to a single transform, we surface likely transforms as an ordered list of suggestions."
44,pagesOfTextToDisplay-1,7.214080687845126e-05,44,"As analysts transform data, their steps are recorded in a script to facilitate reuse and provide documentation of data provenance."
70,pagesOfTextToDisplay-1,7.210062176454812e-05,70,Potter's Wheel [22] provides a transformation language for data formatting and outlier detection.
204,pagesOfTextToDisplay-1,7.174385973485187e-05,204,The lag operator shifts the values of a column up or down by a specified number of rows.
30,pagesOfTextToDisplay-1,6.945977656869218e-05,30,"This paper presents the design of Wrangler , a system for interactive data transformation."
472,pagesOfTextToDisplay-1,6.934132397873327e-05,472,"Future work should help users form data cleaning strategies, perhaps through improved tutorials."
315,pagesOfTextToDisplay-1,6.923938053660095e-05,315,"TYPES, ROLES, AND VERIFICATION It is often difficult to discover data quality issues and therefore difficult to address them by constructing the appropriate transform."
28,pagesOfTextToDisplay-1,6.897411367390305e-05,28,Multiple analysts might use transformed data and wish to review or refine the transformations that were previously applied; the importance of capturing data provenance is magnified when data and scripts are shared.
20,pagesOfTextToDisplay-1,6.852848309790716e-05,20,"Sadly, when it comes to the practice of data analysis, ""the tedium is the message."""
6,pagesOfTextToDisplay-1,6.850912177469581e-05,6,"Interactive histories support review, refinement, and annotation of transformation scripts."
208,pagesOfTextToDisplay-1,6.813497748225927e-05,208,"To aid data validation and transformation, Wrangler supports standard data types (e.g., integers, numbers, strings) and higher-level semantic roles (e.g., geographic location, classification codes, currencies)."
270,pagesOfTextToDisplay-1,6.797450623707846e-05,270,Visual Transformation Previews Wrangler uses visual previews to enable users to quickly evaluate the effect of a transform.
326,pagesOfTextToDisplay-1,6.789740291424096e-05,326,"For instance, clicking the missing values bar will suggest transforms to fill in missing values or delete those rows."
86,pagesOfTextToDisplay-1,6.778151146136224e-05,86,"The analyst begins by pasting the text of the file into an input box; alternatively, she could upload the file."
273,pagesOfTextToDisplay-1,6.638151535298675e-05,273,"First, displaying two versions of a table inherently forces both versions to be small, which is particularly frustrating when the differences are sparse."
80,pagesOfTextToDisplay-1,6.607428076677024e-05,80,"Analysts can navigate the space of transforms by directly selecting data, indicating a desired transform via menus, or by modifying a related transform; each of these actions leads Wrangler to further refine the set of suggestions."
62,pagesOfTextToDisplay-1,6.606271199416369e-05,62,"Vegemite [18] applies PBD to integrate web data, automates the use of web services, and generates shareable scripts."
215,pagesOfTextToDisplay-1,6.596650200663134e-05,215,"The Wrangler semantic role system is extensible, but currently supports a limited set of common roles such as geographic locations, government codes, currencies, and dates."
473,pagesOfTextToDisplay-1,6.580660556210205e-05,473,"Looking forward, Wrangler addresses only a subset of the hurdles faced by data analysts."
168,pagesOfTextToDisplay-1,6.568218668689951e-05,168,DESIGN PROCESS We based Wrangler on a transformation language with a handful of operators.
125,pagesOfTextToDisplay-1,6.558519089594483e-05,125,"The analyst executes this transform and renames the resulting column ""State""."
22,pagesOfTextToDisplay-1,6.531437247758731e-05,22,"For instance, analysts often split data into meaningful records and attributes—or validate fields such as dates and addresses—using complex regular expressions that are error-prone and tedious to interpret [2, 24]."
463,pagesOfTextToDisplay-1,6.530069367727265e-05,463,"When this happened, some users kept searching and refining only these filtered transforms."
220,pagesOfTextToDisplay-1,6.434891110984609e-05,220,The result is a clear one-to-one mapping between transforms presented in the interface and statements in output scripts.
387,pagesOfTextToDisplay-1,6.42594532109797e-05,387,"If a user selects three or fewer characters, split transforms are ranked above extract transforms; the opposite is true for longer selections."
184,pagesOfTextToDisplay-1,6.42238519503735e-05,184,"These include features such as positional operators, aggregation, semantic roles, and complex reshaping operators (e.g., using multiple key rows for cross-tabs)."
68,pagesOfTextToDisplay-1,6.350660260068253e-05,68,Prior tools (except for Vegemite [18]) also do not generate scripts to document provenance.
309,pagesOfTextToDisplay-1,6.227848643902689e-05,309,Analysts can use annotations to document their rationale for a particular transform and may help future users better understand data provenance.
328,pagesOfTextToDisplay-1,6.196894537424669e-05,328,"THE WRANGLER INFERENCE ENGINE We now present the design of the Wrangler inference engine, which is responsible for generating a ranked list of suggested transforms."
229,pagesOfTextToDisplay-1,6.122735067037866e-05,229,These suggestions are intended to facilitate the discovery and application of more complicated transforms.
349,pagesOfTextToDisplay-1,6.063593536964618e-05,349,"For example, we infer regular expressions for text selection based solely on the selected text, a process otherwise independent of which rows or columns are selected."
365,pagesOfTextToDisplay-1,6.0262857005000114e-05,365,"During this process we do not infer complex criteria such as row predicates or regular expressions; we do infer enumerable parameters, index-based row selections, and column inputs."
467,pagesOfTextToDisplay-1,6.013764505041763e-05,467,"CONCLUSION AND FUTURE WORK This paper introduced Wrangler, an interface and underlying language for data transformation."
221,pagesOfTextToDisplay-1,6.0130048950668424e-05,221,"Prior work [17, 22] proves that our basic set of transforms is sufficient to handle all one-to-one and one-tomany transforms."
182,pagesOfTextToDisplay-1,5.946213423158042e-05,182,As our starting point we used the Potter's Wheel transformation language [22] (which in turn draws from SchemaSQL [17]).
15,pagesOfTextToDisplay-1,5.931472696829587e-05,15,"CHI 2011 , May 7–12, 2011, Vancouver, BC, Canada."
316,pagesOfTextToDisplay-1,5.918621536693536e-05,316,Wrangler aids discovery of data quality issues through the use of data types and semantic roles.
247,pagesOfTextToDisplay-1,5.8901339798467234e-05,247,"The user can edit this transform directly; as a user edits parameters, the suggestion space updates to reflect these edits."
287,pagesOfTextToDisplay-1,5.864263584953733e-05,287,We show a sideby-side display of versions when previewing fold and unfold transforms.
360,pagesOfTextToDisplay-1,5.8329715102445334e-05,360,"Generating Suggested Transforms After inferring parameter sets, Wrangler generates a list of transform suggestions."
149,pagesOfTextToDisplay-1,5.795427568955347e-05,149,"The unfold operation creates new columns for each unique value found in the ""Year"" column, and reorganizes the ""Property_crime_rate"" values by placing each in the appropriate cell in the resulting matrix."
78,pagesOfTextToDisplay-1,5.761622014688328e-05,78,Wrangler builds on this prior work to contribute novel techniques for specifying data transforms.
424,pagesOfTextToDisplay-1,5.62543973501306e-05,424,"but not ""how do I get the number of bedrooms out?"" )."
213,pagesOfTextToDisplay-1,5.581341974902898e-05,213,"The zip code role can also register mapping functions, e.g., to return the containing state or a central lat-lon coordinate."
9,pagesOfTextToDisplay-1,5.558676639338955e-05,9,"ACM Classification Keywords H.5.2 Information Interfaces and Presentation: UI INTRODUCTION Despite significant advances in technologies for data management and analysis, it remains time-consuming to inspect a data set and mold it to a form that allows meaningful analysis to begin."
171,pagesOfTextToDisplay-1,5.432638863567263e-05,171,A given interaction could imply multiple transforms and multiple interactions might imply the same transform.
218,pagesOfTextToDisplay-1,5.254293864709325e-05,218,"Disconnects between the two might cause confusion [20], particularly when analysts try to interpret code-generated scripts."
74,pagesOfTextToDisplay-1,5.188042632653378e-05,74,Google Refine [13] (formerly Freebase GridWorks) leverages Freebase to enable entity resolution and discrepancy detection.
236,pagesOfTextToDisplay-1,5.10929457959719e-05,236,"Users can select rows, select columns, click bars in the data quality meter, select text within a cell, edit data values within the table (for mass editing [14, 19]), and assign column names, data types or semantic roles."
225,pagesOfTextToDisplay-1,5.0546383135952055e-05,225,This synthesis of techniques enables analysts to navigate the space of transforms using the means they find most convenient.
242,pagesOfTextToDisplay-1,4.9771300837164745e-05,242,"Providing examples is especially effective for text selections needed for splitting, extraction, and reformatting; two or three wellchosen examples typically suffice."
323,pagesOfTextToDisplay-1,4.975434057996608e-05,323,Above each column is a data quality meter : a divided bar chart that indicates the proportion of values in the column that verify completely.
43,pagesOfTextToDisplay-1,4.97177716169972e-05,43,These techniques enable analysts to rapidly navigate and assess the space of viable transforms.
385,pagesOfTextToDisplay-1,4.9544774810783565e-05,385,"Third, we rank transform types based on their corpus frequency, conditioned on their initiating user interaction (e.g., text or column selection)."
260,pagesOfTextToDisplay-1,4.915889439871535e-05,260,"For instance, we translate regular expressions into natural language via pattern substitution (e.g., (\d+) to 'number')."
346,pagesOfTextToDisplay-1,4.871152123087086e-05,346,"Inferring Parameter Sets from User Interaction In response to user interaction, Wrangler attempts to infer three types of transform parameters: row, column, or text selections."
227,pagesOfTextToDisplay-1,4.8026180593296885e-05,227,"While direct manipulation selections can help, inference is required to suggest transforms without programming."
275,pagesOfTextToDisplay-1,4.793557309312746e-05,275,"As we discuss next, in-place previews better afford direct manipulation for users to revise the current transform."
321,pagesOfTextToDisplay-1,4.702800288214348e-05,321,"An icon in the column header indicates the semantic role of the column, or the underlying data type if no role has been assigned."
274,pagesOfTextToDisplay-1,4.6889912482583895e-05,274,"Second, presenting in-place modifications draws user attention to the effect of the transformation in its original context, without requiring a shift in focus across multiple tables."
48,pagesOfTextToDisplay-1,4.6838111302349716e-05,48,We find that Wrangler significantly reduces specification time and promotes the use of robust transforms rather than manual editing.
239,pagesOfTextToDisplay-1,4.5494034566218033e-05,239,"In some cases the set of possible suggestions is large (in the hundreds), but we wish to show only a relevant handful to avoid overload."
212,pagesOfTextToDisplay-1,4.528052522800863e-05,212,"The zip code role can check that a zip code parses correctly (i.e., is a 5 digit number) and that it is a valid zip code (checking against an external dictionary of known zipcodes)."
189,pagesOfTextToDisplay-1,4.5190037781139836e-05,189,"Map transforms map one input data row to zero, one, or multiple output rows."
140,pagesOfTextToDisplay-1,4.512146188062616e-05,140,"Wrangler suggests split , extract , and cut transforms, but no delete operations."
7,pagesOfTextToDisplay-1,4.4456959585659206e-05,7,"User study results show that Wrangler significantly reduces specification time and promotes the use of robust, auditable transforms instead of manual editing."
292,pagesOfTextToDisplay-1,4.420195546117611e-05,292,"When possible, previews also indicate where the user can modify the transform through either direct manipulation or description refinement."
456,pagesOfTextToDisplay-1,4.32211636507418e-05,456,Users' preference for suggestions and previews over direct editing provides evidence that these novel user interface features have merit.
142,pagesOfTextToDisplay-1,4.317344428272918e-05,142,This action reorders the suggestions so that delete commands have higher ranking.
85,pagesOfTextToDisplay-1,4.28861822001636e-05,85,We describe how an analyst can use Wrangler to transform the data into more usable formats (Figures 1–7).
57,pagesOfTextToDisplay-1,4.277889456716366e-05,57,"Bellman [5] helps users understand the structure and quality of a database, but does not enable transformations."
83,pagesOfTextToDisplay-1,4.2455169023014605e-05,83,"USAGE SCENARIO Consider an example wrangling task, using housing crime data from the U.S. Bureau of Justice Statistics."
434,pagesOfTextToDisplay-1,4.1702278394950554e-05,434,"Wrangler Accelerates Transform Specification We performed a repeated-measures ANOVA of completion times with task, tool, and Excel novice/expert 2 as independent factors; we log-transformed responses to better approximate a normal distribution."
56,pagesOfTextToDisplay-1,4.118483775528148e-05,56,"Topes support transformations such as text formatting and lookups, but provide little support for filtering, reshaping, or aggregation."
219,pagesOfTextToDisplay-1,3.947835648432374e-05,219,"As a result, we chose to introduce redundancy in the language by adding operators for high-level actions that are commonly needed but have unintuitive lower-level realizations (e.g., positional operators can be realized using key transforms, self-joins, and scalar functions)."
255,pagesOfTextToDisplay-1,3.859693606500514e-05,255,We designed these descriptions to be concise; default parameters that are not critical to understanding may be omitted.
442,pagesOfTextToDisplay-1,3.841706711682491e-05,442,"As data set size grows, we expect the benefits of Wrangler to come into even sharper relief."
319,pagesOfTextToDisplay-1,3.8107438740553334e-05,319,"When multiple types satisfy this criteria, Wrangler assigns the more specific one (e.g., integer is more specific than double )."
18,pagesOfTextToDisplay-1,3.7494020943995565e-05,18,"Such ""data wrangling"" often requires writing idiosyncratic scripts in programming languages such as Python and Perl, or extensive manual editing using interactive tools such as Microsoft Excel."
261,pagesOfTextToDisplay-1,3.7136338505661115e-05,261,This translation can make some descriptions less concise but increases readability.
155,pagesOfTextToDisplay-1,3.671185550047085e-05,155,"split( 'data' ).on(NEWLINE).max_splits(NO_MAX) split( 'split' ).on(COMMA).max_splits(NO_MAX) columnName().row(0) delete(isEmpty()) extract( 'Year' ).on( /.*/ ).after( /in / ) columnName( 'extract' ).to( 'State' ) fill( 'State' ).method(COPY).direction(DOWN) delete( 'Year starts with ""Reported""' ) unfold( 'Year' ).above( 'Property_crime_rate' ) dw.wrangle() .push(dwsplit('data').on(dw."
172,pagesOfTextToDisplay-1,3.587449464248493e-05,172,"Although this many-to-many relationship between the language and interaction might complicate our interface, we found the relationship to be relatively sparse in practice: the number of likely transforms for a given gesture is small."
228,pagesOfTextToDisplay-1,3.5843921068590134e-05,228,"To reduce this gulf of execution [20], Wrangler uses an inference engine that suggests data transformations based on user input, data type or semantic role, and a number of empirically-derived heuristics."
200,pagesOfTextToDisplay-1,3.429033677093685e-05,200,Reshaping enables higher-order data restructuring and is common in tools such as R and Excel Pivot Tables.
166,pagesOfTextToDisplay-1,2.9763201382593252e-05,166,"The result of a data wrangling session is a declarative data cleaning script, shown here as generated JavaScript code."
435,pagesOfTextToDisplay-1,2.816127016558312e-05,435,"We found a significant main effect of tool ( F 1 , 54 = 23.65, p< 0.001), but no main effect of task ( F 1 , 54 = 0.01, p = 0.943) or expertise ( F 1 , 54 = 0.30, p = 0.596)."
210,pagesOfTextToDisplay-1,2.774575841613114e-05,210,"Semantic roles consist of additional functions for parsing and formatting values, plus zero or more transformation functions that map between related roles."
